Wall time,Step,Value
1769054521.6777446,1004416,52.040000915527344
1769054540.2953415,1021632,54.79999923706055
1769054561.7065556,1041664,55.47999954223633
1769054565.192058,1043136,57.560001373291016
1769054573.9165092,1050240,61.560001373291016
1769054582.240012,1056960,58.400001525878906
1769054588.8197312,1061696,57.720001220703125
1769054596.3402011,1067648,54.119998931884766
1769054603.289373,1072768,70.63999938964844
1769054613.8122485,1081728,55.31999969482422
1769054619.2240903,1085184,66.83999633789062
1769054622.036203,1085888,59.52000045776367
1769054631.9114277,1094208,61.119998931884766
1769054638.463477,1099008,58.20000076293945
1769054641.108768,1099584,65.68000030517578
1769054643.3795373,1099712,55.279998779296875
1769054647.4492607,1101760,62.599998474121094
1769054651.4907267,1103872,63.560001373291016
1769054670.2880309,1121792,55.15999984741211
1769054681.6024046,1131584,60.959999084472656
1769054686.771884,1134848,57.880001068115234
1769054695.621971,1141824,58.439998626708984
1769054704.1087885,1148608,50.7599983215332
1769054718.9507315,1161856,49.2400016784668
1769054739.5832,1181568,68.0
1769054742.0590699,1181888,49.52000045776367
1769054763.1676497,1201920,56.36000061035156
1769054777.3556013,1214720,59.31999969482422
1769054780.430836,1215744,47.880001068115234
1769054788.404095,1221952,59.560001373291016
1769054794.5678008,1226304,59.2400016784668
1769054803.2266445,1233280,55.31999969482422
1769054805.8241992,1233856,58.959999084472656
1769054815.5034418,1241984,55.84000015258789
1769054823.969426,1248832,57.84000015258789
1769054827.0568786,1249792,60.2400016784668
1769054832.4107003,1253120,51.560001373291016
1769054842.8907926,1262016,61.08000183105469
1769054845.618494,1262656,58.52000045776367
1769054857.1633265,1272832,57.08000183105469
1769054867.9192176,1282048,57.31999969482422
1769054889.0109603,1302080,68.44000244140625
1769054896.1693156,1307520,58.439998626708984
1769054908.4533503,1318208,64.95999908447266
1769054912.8080108,1320640,67.91999816894531
1769054916.3258617,1322112,63.36000061035156
1769054919.095264,1322752,71.4800033569336
1769054926.5748084,1328640,70.5199966430664
1769054935.2904332,1335552,64.4800033569336
1769054943.4138272,1342144,65.80000305175781
1769054945.9533849,1342656,55.31999969482422
1769054953.8682692,1348736,64.55999755859375
1769054967.1484685,1360640,58.84000015258789
1769054970.6831448,1362176,69.44000244140625
1769054972.9575284,1362368,64.68000030517578
1769054977.5536652,1365056,59.720001220703125
1769054983.289259,1368960,65.55999755859375
1769054998.0667744,1382208,61.7599983215332
1769055002.960181,1385088,60.040000915527344
1769055007.872216,1388032,59.279998779296875
1769055012.180723,1390272,55.560001373291016
1769055016.8517976,1393024,69.0
1769055027.53873,1402240,63.79999923706055
1769055030.3699908,1403072,66.12000274658203
1769055035.6194658,1406400,57.400001525878906
1769055041.6466079,1410560,71.44000244140625
1769055047.487104,1414592,69.04000091552734
1769055056.788323,1422272,64.63999938964844
1769055060.33406,1423872,70.16000366210938
1769055064.0469937,1425600,61.20000076293945
1769055070.398969,1429952,71.16000366210938
1769055074.0423844,1431488,66.5199966430664
1769055082.0942001,1437760,77.31999969482422
1769055086.6540706,1440320,63.15999984741211
1769055090.7780657,1442304,66.55999755859375
1769055096.0202153,1445632,74.04000091552734
1769055098.3960047,1445888,66.23999786376953
1769055100.5789804,1445952,52.880001068115234
1769055107.5967078,1451072,59.959999084472656
1769055112.7006495,1454336,63.279998779296875
1769055121.3833897,1461184,71.91999816894531
1769055123.7239757,1461440,64.44000244140625
1769055126.7835085,1462336,58.599998474121094
1769055129.4648633,1462912,69.19999694824219
1769055132.0988913,1463360,72.12000274658203
1769055136.8977134,1466176,62.880001068115234
1769055140.6487184,1467776,55.0
1769055143.56505,1468608,62.84000015258789
1769055148.8099184,1471744,68.80000305175781
1769055159.0948746,1480384,68.63999938964844
1769055163.2578008,1482368,65.63999938964844
1769055166.8323824,1483904,57.08000183105469
1769055171.1904461,1486336,53.959999084472656
1769055184.9250178,1498752,68.08000183105469
1769055190.64144,1502400,68.83999633789062
1769055194.9005067,1504704,68.4000015258789
1769055201.8154624,1509760,57.0
1769055204.3383474,1510208,59.84000015258789
1769055218.0482502,1522432,62.959999084472656
1769055225.8959236,1528448,60.119998931884766
1769055229.3607104,1529856,72.4000015258789
1769055234.8711793,1533440,65.08000183105469
1769055244.9835198,1542080,57.400001525878906
1769055247.24914,1542208,65.72000122070312
1769055249.493935,1542336,67.36000061035156
1769055251.7869613,1542464,59.79999923706055
1769055262.8434393,1551872,65.5199966430664
1769055265.849299,1552832,64.55999755859375
1769055269.4518044,1554432,62.0
1769055277.7387042,1561024,61.63999938964844
1769055281.2564318,1562496,60.79999923706055
1769055290.5117605,1569920,64.5199966430664
1769055304.7217126,1582528,63.279998779296875
1769055307.6856165,1583424,64.19999694824219
1769055310.6443796,1584256,54.7599983215332
1769055313.0881767,1584512,58.2400016784668
1769055315.7577376,1585088,61.2400016784668
1769055318.8818202,1586112,66.31999969482422
1769055322.231346,1587328,58.91999816894531
1769055325.157283,1588096,68.80000305175781
1769055329.5401683,1590528,70.83999633789062
1769055331.8368645,1590656,66.4000015258789
1769055339.898099,1596928,62.31999969482422
1769055343.218877,1598144,62.0
1769055345.472796,1598208,64.27999877929688
1769055347.9995646,1598592,62.0
1769055350.3694758,1598784,68.5199966430664
1769055352.6622965,1598848,72.72000122070312
1769055355.09945,1599104,63.08000183105469
1769055360.523899,1602560,57.959999084472656
1769055364.1182854,1604160,57.7599983215332
1769055368.8769531,1606912,64.83999633789062
1769055376.0448565,1612160,69.83999633789062
1769055381.0108347,1615168,67.83999633789062
1769055384.7173655,1616768,69.08000183105469
1769055392.3488228,1622592,56.68000030517578
1769055400.7071187,1629376,59.08000183105469
1769055410.3182297,1637376,63.279998779296875
1769055412.9511197,1637888,66.91999816894531
1769055415.378129,1638144,62.91999816894531
1769055417.6153324,1638208,65.95999908447266
1769055423.9136028,1642624,65.95999908447266
1769055427.8611782,1644544,58.79999923706055
1769055430.2298894,1644736,64.16000366210938
1769055438.0751302,1650624,61.040000915527344
1769055444.4378626,1655104,59.599998474121094
1769055453.845571,1662656,60.20000076293945
1769055461.933934,1668864,59.599998474121094
1769055469.772231,1674688,69.0
1769055473.115284,1675968,69.4800033569336
1769055478.848494,1679744,60.68000030517578
1769055483.7941315,1682688,72.91999816894531
1769055487.295973,1684160,68.31999969482422
1769055490.9993196,1685760,62.880001068115234
1769055493.2688227,1685824,69.68000030517578
1769055498.6175876,1689088,70.31999969482422
1769055503.6907709,1692096,67.12000274658203
1769055506.0067108,1692224,63.7599983215332
1769055508.7776637,1692864,63.119998931884766
1769055512.0425482,1694080,59.7599983215332
1769055518.0797746,1698112,65.36000061035156
1769055522.0794652,1700096,58.79999923706055
1769055525.1901977,1701056,61.47999954223633
1769055528.5188017,1702272,68.27999877929688
1769055530.8618674,1702400,65.68000030517578
1769055533.428701,1702720,63.119998931884766
1769055536.231319,1703360,69.08000183105469
1769055540.6030118,1705728,64.23999786376953
1769055543.8202581,1706752,63.599998474121094
1769055546.3356364,1707072,63.880001068115234
1769055548.6146085,1707136,71.04000091552734
1769055551.0487301,1707392,73.87999725341797
1769055554.5547094,1708736,60.279998779296875
1769055558.174039,1710272,65.4800033569336
1769055561.0149302,1710976,67.80000305175781
1769055566.7104754,1714688,62.119998931884766
1769055570.2017033,1716096,62.720001220703125
1769055572.580095,1716352,70.83999633789062
1769055575.827804,1717504,72.83999633789062
1769055579.690192,1719296,69.0
1769055584.6584067,1722304,68.91999816894531
1769055587.0480645,1722560,62.279998779296875
1769055589.347457,1722688,65.36000061035156
1769055591.598347,1722752,71.16000366210938
1769055596.032244,1725248,63.36000061035156
1769055599.09727,1726208,69.08000183105469
1769055604.3870971,1729472,65.80000305175781
1769055606.9119093,1729856,69.31999969482422
1769055609.4533315,1730240,63.439998626708984
1769055611.7888412,1730368,70.5999984741211
1769055615.0422058,1731520,67.63999938964844
1769055622.6377404,1737280,75.5999984741211
1769055627.9290662,1740672,65.91999816894531
1769055630.6743782,1741312,66.08000183105469
1769055634.3080266,1742784,71.12000274658203
1769055639.9383092,1746496,62.31999969482422
1769055643.4928718,1747904,68.83999633789062
1769055646.1950514,1748416,65.19999694824219
1769055649.456994,1749504,68.44000244140625
1769055651.8148155,1749632,61.7599983215332
1769055654.558112,1750208,67.80000305175781
1769055657.4467592,1750912,68.83999633789062
1769055661.0742843,1752448,67.16000366210938
1769055664.1453235,1753408,68.0
1769055666.770485,1753856,68.04000091552734
1769055670.661989,1755648,68.08000183105469
1769055673.130492,1755968,62.08000183105469
1769055676.9197958,1757632,74.4000015258789
1769055683.8234053,1762496,62.31999969482422
1769055686.3341184,1762816,71.04000091552734
1769055689.9092107,1764352,71.27999877929688
1769055692.6648023,1764928,68.95999908447266
1769055697.0526214,1767168,73.4000015258789
1769055700.19212,1768128,66.63999938964844
1769055703.2148895,1769024,65.31999969482422
1769055707.174939,1770880,67.63999938964844
1769055709.669997,1771200,60.7599983215332
1769055713.6531796,1773184,69.27999877929688
1769055719.195345,1776768,71.0
1769055721.8472376,1777280,75.04000091552734
1769055728.8625011,1782464,71.91999816894531
1769055731.432631,1782848,57.47999954223633
1769055736.186774,1783232,68.91999816894531
1769055739.1720955,1784128,71.08000183105469
1769055741.5625234,1784320,69.23999786376953
1769055743.8349655,1784384,67.63999938964844
1769055748.2892814,1786752,65.83999633789062
1769055752.0639908,1788416,65.63999938964844
1769055757.3046644,1791744,67.87999725341797
1769055759.8085911,1792064,69.91999816894531
1769055763.5114043,1793664,71.80000305175781
1769055771.563391,1799872,72.27999877929688
1769055776.567574,1802880,60.599998474121094
1769055786.747419,1811392,65.27999877929688
1769055788.9797413,1811456,61.31999969482422
1769055791.6363306,1811968,67.4800033569336
1769055804.2626286,1822912,62.040000915527344
1769055819.855262,1837056,65.68000030517578
1769055823.4361594,1838592,70.04000091552734
1769055827.750424,1840896,63.880001068115234
1769055831.8298721,1842944,67.4000015258789
1769055841.551567,1851072,62.560001373291016
1769055844.5931263,1852032,53.84000015258789
1769055847.9487455,1853312,62.7599983215332
1769055859.1153502,1862976,63.31999969482422
1769055873.5824676,1876160,63.0
1769055882.2623494,1883008,61.08000183105469
1769055886.4722915,1885184,66.36000061035156
1769055890.5924723,1887296,64.04000091552734
1769055893.5268722,1888064,58.560001373291016
1769055898.0408068,1890560,68.4000015258789
1769055900.3479245,1890688,58.959999084472656
1769055914.0732636,1903040,70.83999633789062
1769055920.8071702,1908032,67.63999938964844
1769055932.1888504,1917696,69.04000091552734
1769055939.498419,1923072,71.91999816894531
1769055944.1709256,1925760,67.91999816894531
1769055946.3971937,1925824,59.68000030517578
1769055949.4886432,1926784,64.04000091552734
1769055954.138702,1929472,62.20000076293945
1769055956.7676604,1929984,66.12000274658203
1769055959.9467642,1931072,70.31999969482422
1769055963.3590653,1932352,62.279998779296875
1769055969.749975,1936832,64.76000213623047
1769055973.9016242,1938880,64.16000366210938
1769055979.2994218,1942272,62.439998626708984
1769055982.012047,1942784,58.880001068115234
1769055984.5274444,1943104,66.27999877929688
1769055996.4917164,1953664,62.560001373291016
1769055999.1962276,1954176,59.36000061035156
1769056002.535837,1955392,51.599998474121094
1769056011.8520207,1963136,59.91999816894531
1769056022.4393456,1972096,65.04000091552734
1769056030.04221,1977920,61.31999969482422
1769056037.1198845,1983168,63.0
1769056043.192327,1987328,60.720001220703125
1769056046.8451984,1988864,70.91999816894531
1769056049.6173434,1989504,60.63999938964844
1769056059.3604426,1997696,68.76000213623047
1769056064.4807663,2000832,63.959999084472656
1769056066.875912,2001024,66.83999633789062
1769056071.1481822,2003200,67.83999633789062
1769056081.8866286,2012352,68.0
1769056084.740774,2013056,65.5999984741211
1769056089.3331366,2015616,60.15999984741211
1769056091.8724997,2016000,70.16000366210938
1769056094.6521184,2016576,59.439998626708984
1769056102.5147283,2022272,58.84000015258789
1769056105.215877,2022720,70.5999984741211
1769056107.961682,2023232,58.720001220703125
1769056119.8037176,2033472,58.119998931884766
1769056126.0848138,2037760,64.44000244140625
1769056128.880319,2038464,54.31999969482422
1769056131.2249904,2038656,52.63999938964844
1769056137.6847503,2043264,56.2400016784668
1769056141.2678556,2044800,70.08000183105469
1769056145.9305115,2047360,62.15999984741211
1769056149.7703092,2049216,64.95999908447266
1769056154.3679914,2051776,59.79999923706055
1769056156.626793,2051904,64.76000213623047
1769056159.142279,2052288,66.72000122070312
1769056165.8091247,2057024,59.880001068115234
1769056173.8468785,2063296,65.04000091552734
1769056177.50024,2064960,63.08000183105469
1769056180.7030244,2066112,65.55999755859375
1769056186.7556815,2070208,62.36000061035156
1769056196.9921517,2078848,64.36000061035156
1769056199.3911803,2079104,53.68000030517578
1769056202.3971763,2079936,70.16000366210938
1769056206.6671498,2082176,57.91999816894531
1769056209.2070606,2082560,60.91999816894531
1769056212.0661378,2083328,65.23999786376953
1769056219.7004447,2089088,60.36000061035156
1769056222.1695697,2089472,66.16000366210938
1769056228.671019,2094144,66.27999877929688
1769056233.6578052,2097088,67.5199966430664
1769056238.3963187,2099904,70.44000244140625
1769056243.8278456,2103360,69.0
1769056246.2141416,2103680,63.47999954223633
1769056249.6438017,2104896,56.560001373291016
1769056253.1503203,2106304,59.599998474121094
1769056257.6976044,2108800,69.4800033569336
1769056267.9957402,2116864,59.47999954223633
1769056270.3249743,2116992,70.68000030517578
1769056278.7713773,2123392,66.68000030517578
1769056286.1950507,2129024,64.80000305175781
1769056288.9608784,2129664,65.63999938964844
1769056298.1175747,2137216,70.4800033569336
1769056303.8324802,2140992,63.20000076293945
1769056306.3992856,2141376,62.20000076293945
1769056310.4716873,2143424,73.95999908447266
1769056315.1995091,2146240,64.80000305175781
1769056318.5794075,2147520,66.19999694824219
1769056329.4674463,2156736,70.83999633789062
1769056332.2422364,2157376,68.55999755859375
1769056336.258402,2159424,61.119998931884766
1769056339.2196891,2160256,69.87999725341797
1769056343.2152283,2162176,64.87999725341797
1769056346.6911182,2163456,63.20000076293945
1769056351.6749685,2166336,61.599998474121094
1769056356.6834452,2169152,65.16000366210938
1769056362.43564,2173056,70.4800033569336
1769056367.0868514,2175680,67.4800033569336
1769056376.62237,2183488,69.68000030517578
1769056380.0907314,2184896,66.5999984741211
1769056382.7058196,2185344,55.279998779296875
1769056385.226566,2185728,67.87999725341797
1769056395.2950053,2194240,66.63999938964844
1769056403.6734457,2200960,61.720001220703125
1769056408.3271248,2203520,64.19999694824219
1769056417.038496,2210496,65.4800033569336
1769056419.4795215,2210816,72.87999725341797
1769056422.9914052,2212288,73.68000030517578
1769056426.896986,2214144,66.16000366210938
1769056431.6177104,2216832,67.55999755859375
1769056435.1920795,2218368,69.12000274658203
1769056442.1895368,2223552,58.560001373291016
1769056444.6976044,2223936,66.19999694824219
1769056451.9197524,2229312,65.4000015258789
1769056455.085918,2230400,61.119998931884766
1769056464.1632547,2237824,64.83999633789062
1769056470.6183732,2242432,64.91999816894531
1769056473.846482,2243584,63.52000045776367
1769056476.1992097,2243904,65.4800033569336
1769056483.0475566,2249024,67.63999938964844
1769056490.018166,2254208,71.83999633789062
1769056496.047223,2258304,64.80000305175781
1769056503.1669822,2263616,67.80000305175781
1769056507.8852532,2266304,68.04000091552734
1769056514.861873,2271360,68.87999725341797
1769056518.1607976,2272576,73.23999786376953
1769056521.0176377,2273344,72.63999938964844
1769056523.731433,2273920,76.95999908447266
1769056527.071244,2275008,69.4800033569336
1769056530.4965355,2276288,56.400001525878906
1769056536.5769856,2280128,67.95999908447266
1769056541.5997305,2283072,68.80000305175781
1769056544.3402658,2283648,62.79999923706055
1769056547.094884,2284288,58.040000915527344
1769056551.829265,2286976,65.95999908447266
1769056560.2293444,2293632,59.720001220703125
1769056562.9120712,2294144,64.4800033569336
1769056569.436121,2298752,60.7599983215332
1769056572.3774652,2299584,70.5999984741211
1769056574.9617777,2299968,64.27999877929688
1769056577.936862,2300736,64.5199966430664
1769056583.0895627,2303680,60.560001373291016
1769056586.8257325,2305216,67.4800033569336
1769056593.3966162,2309696,56.84000015258789
1769056598.8929844,2313280,59.91999816894531
1769056601.4480968,2313728,64.08000183105469
1769056607.7520604,2318016,61.7599983215332
1769056610.299682,2318464,63.279998779296875
1769056613.1951551,2319296,62.68000030517578
1769056619.5000134,2323712,56.279998779296875
1769056624.062283,2326336,64.44000244140625
1769056632.5812612,2333248,62.400001525878906
1769056636.644106,2335360,68.91999816894531
1769056639.4754462,2336128,64.72000122070312
1769056648.7445483,2343744,68.68000030517578
1769056653.9070785,2347008,64.83999633789062
1769056657.9283924,2349056,59.47999954223633
1769056661.6076357,2350720,63.439998626708984
1769056676.0385792,2363776,60.91999816894531
1769056683.200269,2369216,57.599998474121094
1769056692.4481666,2376832,67.55999755859375
1769056701.0757232,2383808,68.76000213623047
1769056703.308904,2383936,68.83999633789062
1769056709.7526124,2388608,72.27999877929688
1769056713.3402765,2390144,78.4000015258789
1769056717.239509,2391936,63.84000015258789
1769056719.6994698,2392320,67.76000213623047
1769056723.3079946,2393856,74.31999969482422
1769056727.05216,2395648,63.68000030517578
1769056730.6759255,2397184,64.80000305175781
1769056734.698552,2399232,72.63999938964844
1769056736.926982,2399360,73.4800033569336
1769056739.2674205,2399552,78.27999877929688
1769056741.6163082,2399808,68.08000183105469
1769056743.9564047,2400000,65.44000244140625
1769056749.659151,2403840,70.31999969482422
1769056752.384981,2404544,72.0
1769056754.5839937,2404608,64.04000091552734
1769056766.1506524,2414464,68.55999755859375
1769056777.0904877,2423872,69.04000091552734
1769056780.398051,2425088,69.72000122070312
1769056782.8593063,2425408,70.87999725341797
1769056785.4720438,2425856,58.91999816894531
1769056794.0830796,2432768,70.80000305175781
1769056796.9200335,2433472,73.4000015258789
1769056800.2523077,2434752,66.4800033569336
1769056805.4752178,2438080,76.08000183105469
1769056807.684741,2438144,74.80000305175781
1769056809.9757392,2438336,80.4800033569336
1769056817.2246828,2443904,67.5199966430664
1769056820.048959,2444736,73.08000183105469
1769056822.6333888,2445248,74.27999877929688
1769056825.5274909,2446144,69.31999969482422
1769056829.87655,2448640,73.44000244140625
1769056834.9345298,2451840,69.4800033569336
1769056837.5827203,2452416,64.80000305175781
1769056839.7988696,2452480,73.04000091552734
1769056844.779249,2455552,71.87999725341797
1769056847.2227492,2455872,69.72000122070312
1769056849.5889165,2456064,57.63999938964844
1769056857.6005018,2462400,68.5199966430664
1769056861.2231736,2463936,71.0
1769056864.2478187,2464832,68.83999633789062
1769056870.3248115,2469120,69.0
1769056873.2343023,2469888,70.23999786376953
1769056887.6424563,2483008,66.08000183105469
1769056890.256359,2483456,63.79999923706055
1769056892.7489765,2483776,65.83999633789062
1769056895.1277661,2483968,69.4800033569336
1769056898.2262778,2484992,67.63999938964844
1769056901.389586,2486080,69.91999816894531
1769056903.6259243,2486144,71.80000305175781
1769056908.2106638,2488832,71.27999877929688
1769056910.6586719,2489152,71.36000061035156
1769056912.9243054,2489280,58.720001220703125
1769056917.3357742,2491712,65.19999694824219
1769056922.805929,2495296,64.12000274658203
1769056933.054839,2504000,72.16000366210938
1769056941.5029678,2510784,76.80000305175781
1769056944.8103237,2512000,71.63999938964844
1769056948.9098744,2514112,76.04000091552734
1769056957.0822587,2520448,73.12000274658203
1769056962.70652,2524032,66.63999938964844
1769056966.3254838,2525632,75.95999908447266
1769056971.5540082,2528960,57.68000030517578
1769056978.5477626,2534336,75.31999969482422
1769056981.5198176,2535232,68.4000015258789
1769056987.7735572,2539584,74.68000030517578
1769056990.5327716,2540288,63.79999923706055
1769056995.1978927,2542848,74.0
1769056998.5033112,2544064,70.23999786376953
1769057009.0400088,2553024,72.5999984741211
1769057019.1519742,2561536,73.16000366210938
1769057023.7242227,2564096,75.19999694824219
1769057027.700292,2566080,73.4800033569336
1769057032.643323,2569088,60.279998779296875
1769057035.454284,2569792,67.27999877929688
1769057042.1811655,2574656,71.55999755859375
1769057046.4832857,2576896,67.27999877929688
1769057048.8574924,2577152,61.15999984741211
1769057051.0671625,2577216,64.08000183105469
1769057053.5559487,2577536,70.68000030517578
1769057059.1964633,2581248,70.76000213623047
1769057064.0541675,2584128,65.36000061035156
1769057073.0218303,2591552,76.4000015258789
1769057081.7232356,2598464,80.91999816894531
1769057084.2340946,2598784,76.4000015258789
1769057091.4216177,2604160,70.19999694824219
1769057096.5400598,2607552,61.91999816894531
1769057099.9010334,2608768,70.87999725341797
1769057102.225547,2608960,65.72000122070312
1769057109.4088545,2614464,69.31999969482422
1769057116.9095628,2620416,68.5999984741211
1769057122.5853567,2624192,62.47999954223633
1769057127.7065864,2627520,52.880001068115234
1769057132.0502431,2629888,66.95999908447266
1769057136.8249197,2632896,72.91999816894531
1769057139.8767693,2633920,63.599998474121094
1769057144.2102442,2636352,65.4800033569336
1769057153.5989437,2644224,67.04000091552734
1769057162.256991,2651392,68.19999694824219
1769057167.6154678,2654912,66.91999816894531
1769057171.3584433,2656704,64.0
1769057174.4634516,2657792,67.83999633789062
1769057176.922313,2658176,69.04000091552734
1769057179.093388,2658240,67.55999755859375
1769057181.5457447,2658624,66.27999877929688
1769057183.711505,2658688,72.72000122070312
1769057186.442126,2659392,69.95999908447266
1769057188.5677671,2659456,68.4800033569336
1769057192.7797556,2661824,66.4000015258789
1769057195.1327198,2662080,66.91999816894531
1769057197.7308025,2662592,67.72000122070312
1769057200.2681794,2663104,70.5999984741211
1769057203.4945128,2664256,71.0
1769057205.8556628,2664512,63.36000061035156
1769057208.280183,2664896,61.560001373291016
1769057211.8138037,2666432,68.16000366210938
1769057214.32389,2666816,74.23999786376953
1769057216.5987399,2667008,72.08000183105469
1769057218.9919097,2667328,65.55999755859375
1769057222.7626626,2669120,81.04000091552734
1769057226.0829356,2670400,69.83999633789062
1769057228.7132435,2670976,69.55999755859375
1769057232.9515257,2673280,72.44000244140625
1769057235.9354212,2674240,72.04000091552734
1769057240.0846632,2676480,65.0
1769057244.2116559,2678720,72.27999877929688
1769057246.7491167,2679168,68.76000213623047
1769057252.8507144,2683584,69.08000183105469
1769057255.626311,2684288,66.44000244140625
1769057257.8393905,2684416,59.439998626708984
1769057260.2145317,2684672,67.23999786376953
1769057264.1362064,2686656,72.12000274658203
1769057270.481108,2691200,64.91999816894531
1769057274.136304,2692928,62.959999084472656
1769057278.6428459,2695424,71.63999938964844
1769057283.1099758,2697984,71.5199966430664
1769057286.4658937,2699328,73.4000015258789
1769057293.211939,2704320,65.68000030517578
1769057298.9345953,2708160,78.08000183105469
1769057301.6183434,2708736,69.44000244140625
1769057305.3355505,2710464,68.55999755859375
1769057309.1763947,2712320,69.36000061035156
1769057311.5306394,2712512,72.87999725341797
1769057316.0719697,2715008,70.87999725341797
1769057318.3564324,2715136,74.44000244140625
1769057321.6949055,2716480,70.76000213623047
1769057328.5135844,2721536,67.87999725341797
1769057333.1987298,2724352,69.27999877929688
1769057340.1856713,2729728,69.55999755859375
1769057345.2034893,2732800,62.52000045776367
1769057351.2660563,2737024,68.95999908447266
1769057354.9158027,2738560,69.04000091552734
1769057359.2819934,2740928,75.31999969482422
1769057364.5526764,2744384,74.19999694824219
1769057367.41758,2745216,69.87999725341797
1769057369.9259965,2745664,70.31999969482422
1769057375.875358,2749888,78.76000213623047
1769057378.7501912,2750720,73.83999633789062
1769057391.6684618,2762304,75.91999816894531
1769057394.1053526,2762624,72.83999633789062
1769057396.4879885,2762880,66.95999908447266
1769057398.7919695,2763072,78.72000122070312
1769057402.131086,2764416,64.31999969482422
1769057408.3202858,2766464,69.44000244140625
1769057411.6268795,2767808,67.4000015258789
1769057415.6103625,2769792,68.31999969482422
1769057418.2000675,2770304,69.23999786376953
1769057420.7473896,2770752,68.19999694824219
1769057423.5197778,2771456,69.23999786376953
1769057429.3335567,2775552,75.04000091552734
1769057431.5978537,2775680,69.5199966430664
1769057439.2959957,2781760,69.55999755859375
1769057441.8361418,2782208,64.72000122070312
1769057446.025305,2784448,59.439998626708984
1769057450.2715814,2786752,72.0
1769057456.8787944,2791808,63.0
1769057459.9691522,2792832,74.72000122070312
1769057462.3719919,2793152,72.91999816894531
1769057466.3959455,2795200,65.76000213623047
1769057469.3816314,2796160,74.76000213623047
1769057471.895453,2796608,70.08000183105469
1769057474.3899693,2797056,77.23999786376953
1769057477.9211714,2798656,66.27999877929688
